Location,Type,Energy
76114 - 76114,tight,-39.6418267 kcal/mol
76144 - 76184,tight,-37.192119579999996 kcal/mol
76204 - 76244,tight,-36.782524439999996 kcal/mol
76284 - 76324,tight,-38.08278046 kcal/mol
76344 - 76374,tight,-37.19645465 kcal/mol
76394 - 76394,tight,-35.5599388 kcal/mol
76604 - 76604,loose,-20.4868696 kcal/mol
76734 - 76764,loose,-19.009696899999998 kcal/mol
76784 - 76784,loose,-18.4001597 kcal/mol
76884 - 76884,tight,-37.7697416 kcal/mol
76954 - 76954,loose,-20.4727325 kcal/mol
76994 - 76994,tight,-35.2750136 kcal/mol
77104 - 77104,tight,-38.0397139 kcal/mol
77631 - 77631,loose,-20.3709883 kcal/mol
77831 - 77831,tight,-34.4186368 kcal/mol
78401 - 78401,tight,-34.5746721 kcal/mol
78868 - 78868,loose,-20.6790706 kcal/mol
79178 - 79188,tight,-35.8508399 kcal/mol
79268 - 79298,loose,-19.2962852 kcal/mol
79464 - 79464,loose,-18.4476699 kcal/mol
79514 - 79524,tight,-34.8530001 kcal/mol
79544 - 79554,tight,-37.2114392 kcal/mol
79584 - 79584,loose,-17.9842488 kcal/mol
79774 - 79814,tight,-37.33319092000001 kcal/mol
79844 - 79914,loose,-19.697302162499998 kcal/mol
80044 - 80044,tight,-35.2011411 kcal/mol
80254 - 80254,tight,-34.4858686 kcal/mol
80354 - 80354,tight,-34.6028156 kcal/mol
80454 - 80454,tight,-35.5758069 kcal/mol
80504 - 80534,loose,-20.119626925 kcal/mol
80564 - 80564,tight,-34.1397285 kcal/mol
80694 - 80694,tight,-34.9165116 kcal/mol
80877 - 80877,tight,-36.5642076 kcal/mol
80897 - 80897,tight,-34.5282409 kcal/mol
80917 - 80957,tight,-36.158063000000006 kcal/mol
80977 - 80987,tight,-35.4664426 kcal/mol
81007 - 81007,tight,-36.6888216 kcal/mol
81457 - 81457,loose,-20.737658 kcal/mol
81507 - 81517,loose,-20.579884 kcal/mol
81657 - 81657,tight,-37.2494132 kcal/mol
81837 - 81837,tight,-35.0423413 kcal/mol
81958 - 81958,loose,-20.1883312 kcal/mol
81988 - 82008,loose,-18.992683866666667 kcal/mol
82078 - 82078,loose,-20.1693087 kcal/mol
82148 - 82148,tight,-37.4332792 kcal/mol
82498 - 82498,loose,-20.560319 kcal/mol
82588 - 82638,loose,-19.393154783333333 kcal/mol
82908 - 82928,loose,-20.01063286666667 kcal/mol
83018 - 83048,tight,-36.40471025 kcal/mol
83108 - 83108,loose,-18.9238407 kcal/mol
83148 - 83158,loose,-19.463136249999998 kcal/mol
83308 - 83328,loose,-18.706739999999996 kcal/mol
83338 - 83338,tight,-34.5498422 kcal/mol
84189 - 84189,loose,-12.6379239 kcal/mol
84368 - 84368,loose,-19.3492205 kcal/mol
84388 - 84388,loose,-19.3515569 kcal/mol
84488 - 84498,loose,-19.6085515 kcal/mol
84618 - 84618,loose,-20.0963909 kcal/mol
84638 - 84668,loose,-18.976743925 kcal/mol
84688 - 84728,loose,-19.50744144 kcal/mol
84828 - 84828,loose,-20.1371695 kcal/mol
84898 - 84898,loose,-18.8059649 kcal/mol
85794 - 85794,tight,-37.3105031 kcal/mol
85904 - 85904,tight,-38.525587 kcal/mol
86014 - 86014,tight,-38.6508952 kcal/mol
86124 - 86124,tight,-39.73554 kcal/mol
86194 - 86204,tight,-35.1567966 kcal/mol
86234 - 86234,tight,-36.605719 kcal/mol
86364 - 86364,tight,-34.2801806 kcal/mol
86544 - 86544,tight,-34.0937164 kcal/mol
86914 - 86934,tight,-34.334475966666666 kcal/mol
87064 - 87104,loose,-17.960447460000005 kcal/mol
87164 - 87164,tight,-34.0748866 kcal/mol
87337 - 87337,loose,-20.6186716 kcal/mol
87357 - 87427,loose,-19.2861537125 kcal/mol
87677 - 87677,loose,-21.0491424 kcal/mol
87737 - 87747,loose,-19.0544766 kcal/mol
87900 - 87920,loose,-19.699565733333333 kcal/mol
88398 - 88398,tight,-39.0207591 kcal/mol
88448 - 88448,tight,-34.1055134 kcal/mol
88648 - 88648,tight,-36.2709156 kcal/mol
88718 - 88718,tight,-34.5595276 kcal/mol
88738 - 88748,tight,-34.70898605 kcal/mol
88778 - 88778,tight,-34.7229942 kcal/mol
88868 - 88878,tight,-35.59163975 kcal/mol
89644 - 89644,loose,-17.8908394 kcal/mol
89664 - 89674,loose,-17.3521054 kcal/mol
89974 - 89984,loose,-19.7393977 kcal/mol
90104 - 90104,tight,-34.4743764 kcal/mol
90234 - 90264,tight,-35.2463828 kcal/mol
90884 - 90884,tight,-34.901877 kcal/mol
90934 - 90934,tight,-38.0720047 kcal/mol
91202 - 91202,tight,-34.9291911 kcal/mol
91443 - 91443,tight,-34.0076832 kcal/mol
91513 - 91523,tight,-34.690249449999996 kcal/mol
91543 - 91543,tight,-34.382562 kcal/mol
91853 - 91853,tight,-34.1822436 kcal/mol
91973 - 91983,tight,-35.582752150000005 kcal/mol
92013 - 92073,tight,-36.90542357142857 kcal/mol
92093 - 92093,tight,-35.0441396 kcal/mol
92123 - 92123,tight,-35.3495156 kcal/mol
92163 - 92163,loose,-20.8004509 kcal/mol
92213 - 92213,tight,-36.0709856 kcal/mol
92233 - 92263,tight,-36.04402747500001 kcal/mol
92283 - 92283,tight,-36.6362632 kcal/mol
92303 - 92303,tight,-34.1736078 kcal/mol
92643 - 92643,tight,-34.5735075 kcal/mol
92783 - 92783,tight,-35.3567892 kcal/mol
92803 - 92813,tight,-35.44930635 kcal/mol
92843 - 92843,tight,-35.0117405 kcal/mol
92953 - 92963,tight,-34.866351800000004 kcal/mol
93166 - 93166,tight,-37.0049931 kcal/mol
93226 - 93226,tight,-36.0953353 kcal/mol
93246 - 93256,tight,-34.959840799999995 kcal/mol
93286 - 93296,tight,-37.7641 kcal/mol
93316 - 93316,tight,-36.7015098 kcal/mol
93376 - 93386,tight,-34.4875706 kcal/mol
93606 - 93606,tight,-35.1273824 kcal/mol
93656 - 93666,tight,-34.82977225 kcal/mol
93686 - 93686,tight,-39.9592189 kcal/mol
93716 - 93716,loose,-18.9137663 kcal/mol
93796 - 93796,tight,-39.5528914 kcal/mol
93906 - 93906,tight,-34.1251047 kcal/mol
93976 - 94016,tight,-35.39498668 kcal/mol
94066 - 94066,tight,-37.2733155 kcal/mol
94196 - 94216,tight,-35.9346349 kcal/mol
94386 - 94406,tight,-35.64266419999999 kcal/mol
94466 - 94546,tight,-37.723745466666664 kcal/mol
94660 - 94730,tight,-36.418422525000004 kcal/mol
94750 - 94760,tight,-36.5214537 kcal/mol
94780 - 94780,tight,-36.9227702 kcal/mol
94800 - 94840,tight,-35.602454980000005 kcal/mol
94900 - 94900,tight,-34.391052 kcal/mol
94960 - 94960,tight,-34.1394927 kcal/mol
95070 - 95070,tight,-34.4565999 kcal/mol
95100 - 95100,tight,-34.4911445 kcal/mol
95320 - 95360,tight,-35.73174694 kcal/mol
95380 - 95400,tight,-37.05614706666666 kcal/mol
95420 - 95420,tight,-34.0733813 kcal/mol
95480 - 95480,loose,-20.1243552 kcal/mol
95600 - 95610,loose,-17.3941192 kcal/mol
95690 - 95690,tight,-38.4769724 kcal/mol
95720 - 95730,tight,-37.013445149999995 kcal/mol
95810 - 95810,tight,-35.477865 kcal/mol
95830 - 95830,loose,-20.7094748 kcal/mol
96142 - 96142,tight,-34.4881951 kcal/mol
96512 - 96552,tight,-37.42848478 kcal/mol
96582 - 96602,tight,-36.84784046666667 kcal/mol
96812 - 96812,tight,-34.0670064 kcal/mol
97087 - 97087,tight,-34.6237929 kcal/mol
97197 - 97197,tight,-35.581756 kcal/mol
97217 - 97217,tight,-34.1629557 kcal/mol
97237 - 97247,tight,-37.37824995 kcal/mol
97397 - 97417,tight,-36.73126296666666 kcal/mol
97437 - 97437,tight,-34.4875516 kcal/mol
97547 - 97547,tight,-37.2783492 kcal/mol
97657 - 97657,tight,-34.7640531 kcal/mol
98047 - 98047,tight,-33.9934803 kcal/mol
98067 - 98077,tight,-36.474174399999995 kcal/mol
98107 - 98117,tight,-35.53271735 kcal/mol
98403 - 98403,tight,-35.52004 kcal/mol
98453 - 98463,tight,-37.6893964 kcal/mol
98483 - 98483,tight,-36.2077951 kcal/mol
98593 - 98603,tight,-34.8507009 kcal/mol
99063 - 99073,tight,-34.45193315 kcal/mol
99143 - 99163,tight,-36.05502226666666 kcal/mol
99383 - 99413,tight,-36.3420502 kcal/mol
99788 - 99788,tight,-37.0123961 kcal/mol
99808 - 99818,tight,-36.4184976 kcal/mol
100048 - 100078,tight,-34.148639775 kcal/mol
100298 - 100298,tight,-34.3467065 kcal/mol
100368 - 100368,tight,-34.793163 kcal/mol
100498 - 100508,tight,-39.3141813 kcal/mol
100558 - 100558,tight,-38.244488 kcal/mol
100885 - 100885,tight,-37.6321029 kcal/mol
100905 - 100905,loose,-19.8540702 kcal/mol
101005 - 101005,tight,-34.9650795 kcal/mol
101015 - 101015,loose,-19.2389687 kcal/mol
101025 - 101115,tight,-38.81539212 kcal/mol
101125 - 101125,loose,-20.4059886 kcal/mol
101135 - 101145,tight,-38.1270375 kcal/mol
101205 - 101205,loose,-20.7582456 kcal/mol
101365 - 101365,tight,-34.8939242 kcal/mol
101395 - 101395,tight,-34.0920512 kcal/mol
101575 - 101595,tight,-34.9079624 kcal/mol
101675 - 101675,loose,-16.1574636 kcal/mol
101955 - 101955,tight,-34.3347923 kcal/mol
101975 - 101995,tight,-35.478568466666665 kcal/mol
102233 - 102233,tight,-34.8843343 kcal/mol
102253 - 102253,tight,-36.9174839 kcal/mol
102363 - 102363,tight,-34.1976856 kcal/mol
102483 - 102483,tight,-35.7001556 kcal/mol
102763 - 102783,loose,-19.737627166666666 kcal/mol
102913 - 102913,tight,-34.9720892 kcal/mol
102983 - 103013,tight,-37.346447125 kcal/mol
103165 - 103165,tight,-38.6775933 kcal/mol
103185 - 103185,tight,-35.4354934 kcal/mol
103395 - 103395,tight,-35.2812936 kcal/mol
103465 - 103465,tight,-34.7443453 kcal/mol
103545 - 103555,tight,-34.557236700000004 kcal/mol
103815 - 103815,tight,-35.2171354 kcal/mol
103835 - 103835,tight,-36.1970536 kcal/mol
103885 - 103885,tight,-35.5008892 kcal/mol
103992 - 104012,tight,-41.1765966 kcal/mol
104042 - 104042,tight,-37.655322 kcal/mol
104122 - 104122,tight,-36.9024479 kcal/mol
104202 - 104202,tight,-34.5528356 kcal/mol
104242 - 104252,tight,-34.465865699999995 kcal/mol
104832 - 104832,tight,-35.9448943 kcal/mol
104872 - 104872,tight,-35.4318822 kcal/mol
105052 - 105052,tight,-34.8887708 kcal/mol
105132 - 105142,tight,-36.354971750000004 kcal/mol
105305 - 105305,tight,-36.9492674 kcal/mol
105385 - 105385,tight,-38.0405337 kcal/mol
105465 - 105565,tight,-36.80610761818182 kcal/mol
105995 - 105995,tight,-34.0746084 kcal/mol
106025 - 106035,tight,-34.14226145000001 kcal/mol
106095 - 106105,tight,-35.0445797 kcal/mol
106717 - 106717,tight,-35.2240342 kcal/mol
107660 - 107660,tight,-34.6920532 kcal/mol
107760 - 107760,loose,-20.9062656 kcal/mol
107840 - 107840,loose,-20.4171717 kcal/mol
108100 - 108110,tight,-34.8809327 kcal/mol
108279 - 108279,loose,-20.2007078 kcal/mol
108439 - 108439,loose,-20.1742507 kcal/mol
108489 - 108489,loose,-20.0718896 kcal/mol
108569 - 108579,loose,-19.7826412 kcal/mol
108699 - 108699,loose,-18.4308361 kcal/mol
108809 - 108809,tight,-35.9424697 kcal/mol
108829 - 108849,tight,-38.3011091 kcal/mol
109369 - 109379,loose,-19.2103956 kcal/mol
109399 - 109399,loose,-19.8098247 kcal/mol
109419 - 109419,loose,-20.6700573 kcal/mol
110039 - 110039,tight,-35.0915738 kcal/mol
110059 - 110059,tight,-34.2937741 kcal/mol
110329 - 110339,loose,-20.221947800000002 kcal/mol
110359 - 110359,loose,-19.1984473 kcal/mol
110739 - 110739,tight,-34.3888384 kcal/mol
110869 - 110869,tight,-35.2409869 kcal/mol
111856 - 111856,loose,-18.8158753 kcal/mol
111876 - 111876,loose,-20.4177209 kcal/mol
112066 - 112076,tight,-35.084331899999995 kcal/mol
112416 - 112416,loose,-19.6337423 kcal/mol
112436 - 112436,loose,-19.5065281 kcal/mol
112619 - 112619,tight,-35.8649184 kcal/mol
112749 - 112759,loose,-19.597204050000002 kcal/mol
112799 - 112809,loose,-20.861004 kcal/mol
113444 - 113444,loose,-19.2940543 kcal/mol
113464 - 113464,loose,-19.3548005 kcal/mol
113504 - 113504,loose,-20.3063924 kcal/mol
113544 - 113544,loose,-20.8023632 kcal/mol
113564 - 113584,loose,-19.135054366666665 kcal/mol
113654 - 113714,loose,-18.712165314285716 kcal/mol
113794 - 113794,loose,-19.82636 kcal/mol
113904 - 113904,loose,-20.2377186 kcal/mol
113934 - 113944,tight,-36.03770215 kcal/mol
113974 - 114004,tight,-37.07251535 kcal/mol
114024 - 114094,tight,-40.156861125 kcal/mol
114114 - 114114,tight,-37.0245562 kcal/mol
114174 - 114194,tight,-34.1701405 kcal/mol
114214 - 114224,tight,-35.2838908 kcal/mol
114552 - 114562,loose,-20.562244900000003 kcal/mol
114642 - 114642,tight,-34.6221098 kcal/mol
114742 - 114742,tight,-35.5084702 kcal/mol
115022 - 115022,loose,-20.4861018 kcal/mol
115132 - 115132,loose,-20.7365748 kcal/mol
115252 - 115252,tight,-34.2225814 kcal/mol
115512 - 115512,loose,-17.4206789 kcal/mol
115724 - 115724,tight,-35.5224038 kcal/mol
115854 - 115854,loose,-19.5932023 kcal/mol
115894 - 115904,loose,-19.305248149999997 kcal/mol
115964 - 115964,loose,-19.176276 kcal/mol
116054 - 116074,loose,-18.477536733333334 kcal/mol
116654 - 116674,loose,-19.124143800000002 kcal/mol
116694 - 116714,loose,-20.274789566666666 kcal/mol
116954 - 116974,tight,-34.998905666666666 kcal/mol
116994 - 116994,tight,-34.1952735 kcal/mol
117399 - 117439,loose,-18.04588184 kcal/mol
118122 - 118122,tight,-34.301842 kcal/mol
118522 - 118522,loose,-20.2662521 kcal/mol
119321 - 119321,tight,-34.5697421 kcal/mol
119511 - 119511,tight,-35.3169811 kcal/mol
119531 - 119531,tight,-37.1510366 kcal/mol
119941 - 119951,tight,-34.64225775 kcal/mol
119971 - 119971,tight,-34.6662531 kcal/mol
119991 - 120001,tight,-34.992538350000004 kcal/mol
120298 - 120298,tight,-34.5172378 kcal/mol
120368 - 120378,tight,-36.45420315 kcal/mol
120398 - 120418,tight,-34.65326273333333 kcal/mol
120448 - 120448,tight,-34.1409641 kcal/mol
120898 - 120898,tight,-35.3546053 kcal/mol
120918 - 120928,tight,-39.45404885 kcal/mol
120948 - 120948,tight,-35.6897929 kcal/mol
120978 - 120998,tight,-37.0700985 kcal/mol
121028 - 121028,tight,-39.5501933 kcal/mol
121078 - 121118,loose,-18.5121744 kcal/mol
121148 - 121148,loose,-20.9383179 kcal/mol
121168 - 121188,loose,-20.028528533333333 kcal/mol
122122 - 122122,tight,-34.825857 kcal/mol
122142 - 122162,tight,-35.671846433333336 kcal/mol
122182 - 122212,tight,-37.109387999999996 kcal/mol
122312 - 122322,loose,-20.6963595 kcal/mol
122402 - 122402,tight,-34.6331298 kcal/mol
122432 - 122432,tight,-35.8306555 kcal/mol
122452 - 122452,tight,-36.1813182 kcal/mol
122752 - 122752,tight,-34.8218405 kcal/mol
123097 - 123127,loose,-18.990898675 kcal/mol
123177 - 123177,loose,-20.4787309 kcal/mol
123197 - 123197,loose,-20.4407188 kcal/mol
123267 - 123267,tight,-36.1930809 kcal/mol
123947 - 123947,tight,-34.162249 kcal/mol
123967 - 123967,tight,-35.7941291 kcal/mol
124137 - 124137,loose,-20.7324081 kcal/mol
124187 - 124187,loose,-20.6134939 kcal/mol
124287 - 124287,loose,-19.1550323 kcal/mol
124897 - 124897,tight,-34.2794096 kcal/mol
124917 - 124927,tight,-34.5887146 kcal/mol
124957 - 124967,tight,-35.401951249999996 kcal/mol
125517 - 125527,loose,-20.804917449999998 kcal/mol
125715 - 125715,tight,-35.3010701 kcal/mol
125825 - 125825,tight,-34.7110039 kcal/mol
126005 - 126015,loose,-20.5524337 kcal/mol
126365 - 126375,tight,-36.2710754 kcal/mol
126405 - 126405,tight,-34.0136167 kcal/mol
126435 - 126445,tight,-36.187049 kcal/mol
126605 - 126615,tight,-34.529897250000005 kcal/mol
126635 - 126655,tight,-38.677737666666665 kcal/mol
126945 - 126945,tight,-34.1498923 kcal/mol
126965 - 126985,tight,-36.87739406666667 kcal/mol
127125 - 127125,tight,-34.3968726 kcal/mol
127145 - 127145,tight,-38.1522628 kcal/mol
127215 - 127215,tight,-34.17822 kcal/mol
127235 - 127235,tight,-37.8639575 kcal/mol
127255 - 127275,tight,-35.813464 kcal/mol
127305 - 127345,tight,-38.85423568 kcal/mol
127365 - 127365,tight,-35.5844819 kcal/mol
127395 - 127395,tight,-37.0305164 kcal/mol
127889 - 127889,loose,-19.414189 kcal/mol
127909 - 127909,loose,-17.5335489 kcal/mol
127929 - 127929,loose,-20.7745697 kcal/mol
127949 - 127969,loose,-20.00538643333333 kcal/mol
128189 - 128189,tight,-37.3886544 kcal/mol
128529 - 128529,tight,-34.6261571 kcal/mol
128559 - 128569,tight,-38.7935976 kcal/mol
128759 - 128759,tight,-35.4918967 kcal/mol
128859 - 128879,loose,-19.8170069 kcal/mol
129019 - 129019,tight,-34.1696291 kcal/mol
129039 - 129039,tight,-35.4844585 kcal/mol
129229 - 129229,loose,-19.5352459 kcal/mol
129417 - 129417,loose,-16.5537399 kcal/mol
129437 - 129437,loose,-17.6671051 kcal/mol
129627 - 129637,loose,-19.5611687 kcal/mol
129667 - 129667,loose,-19.3673604 kcal/mol
129687 - 129687,loose,-20.1176401 kcal/mol
129707 - 129707,loose,-20.9777301 kcal/mol
129957 - 129957,tight,-35.4338169 kcal/mol
129987 - 129987,loose,-20.0540617 kcal/mol
130077 - 130107,loose,-20.540225300000003 kcal/mol
130207 - 130207,loose,-19.5220687 kcal/mol
130267 - 130267,loose,-17.0815487 kcal/mol
130357 - 130357,loose,-19.8736234 kcal/mol
130557 - 130557,tight,-36.9890441 kcal/mol
130657 - 130727,loose,-16.37777305 kcal/mol
130747 - 130807,loose,-15.552913942857145 kcal/mol
131137 - 131157,loose,-18.942204899999997 kcal/mol
131693 - 131693,loose,-18.9829806 kcal/mol
131703 - 131703,tight,-35.0072789 kcal/mol
131723 - 131723,tight,-34.3819184 kcal/mol
131743 - 131743,tight,-36.1100474 kcal/mol
131813 - 131813,loose,-20.7340467 kcal/mol
131993 - 132023,tight,-36.14372275000001 kcal/mol
132073 - 132073,tight,-35.6523009 kcal/mol
132123 - 132153,tight,-36.00062365 kcal/mol
132183 - 132233,tight,-38.273719199999995 kcal/mol
132473 - 132483,loose,-19.3666515 kcal/mol
132503 - 132503,loose,-19.4246223 kcal/mol
132523 - 132523,loose,-20.0679675 kcal/mol
132873 - 132873,tight,-34.9585311 kcal/mol
132923 - 132923,loose,-20.9844861 kcal/mol
132933 - 132933,tight,-34.8219254 kcal/mol
132953 - 132973,tight,-38.16847643333333 kcal/mol
132993 - 132993,tight,-35.3894026 kcal/mol
133173 - 133173,tight,-34.2337502 kcal/mol
133243 - 133243,loose,-20.2508134 kcal/mol
133443 - 133443,loose,-19.8504403 kcal/mol
133793 - 133793,tight,-35.1712244 kcal/mol
133813 - 133813,tight,-34.3208654 kcal/mol
134043 - 134043,tight,-34.8284999 kcal/mol
134093 - 134093,tight,-34.4590077 kcal/mol
134498 - 134498,loose,-20.1593872 kcal/mol
134788 - 134828,loose,-17.99440698 kcal/mol
134908 - 134918,loose,-18.6025406 kcal/mol
134948 - 134998,loose,-17.274105716666664 kcal/mol
135018 - 135048,loose,-17.468876724999998 kcal/mol
135128 - 135138,loose,-18.414688599999998 kcal/mol
135178 - 135198,loose,-20.285448933333335 kcal/mol
135218 - 135218,loose,-20.5400905 kcal/mol
135248 - 135248,loose,-18.9745873 kcal/mol
135358 - 135398,loose,-18.8450994 kcal/mol
135458 - 135478,loose,-20.065289933333336 kcal/mol
135598 - 135598,loose,-19.9105746 kcal/mol
135698 - 135698,tight,-34.5713081 kcal/mol
135728 - 135728,loose,-19.9278228 kcal/mol
135838 - 135838,loose,-20.8166066 kcal/mol
136580 - 136580,loose,-19.2509902 kcal/mol
136610 - 136610,loose,-20.8389695 kcal/mol
136630 - 136630,loose,-20.6964716 kcal/mol
136810 - 136810,loose,-20.7047529 kcal/mol
137103 - 137103,loose,-20.8349496 kcal/mol
137773 - 137773,tight,-34.402177 kcal/mol
137853 - 137883,tight,-36.65432615 kcal/mol
137963 - 137973,loose,-20.08287435 kcal/mol
138103 - 138103,tight,-35.1432785 kcal/mol
138123 - 138123,tight,-36.2730751 kcal/mol
138243 - 138273,tight,-36.45490135 kcal/mol
138443 - 138443,loose,-20.0612391 kcal/mol
138674 - 138704,tight,-36.993120624999996 kcal/mol
138855 - 138855,tight,-38.1715454 kcal/mol
138975 - 138975,tight,-36.9321483 kcal/mol
138985 - 139035,loose,-19.5527088 kcal/mol
139085 - 139095,tight,-36.1953045 kcal/mol
139145 - 139145,tight,-36.4623104 kcal/mol
139195 - 139195,tight,-37.6085179 kcal/mol
139225 - 139225,tight,-35.6798605 kcal/mol
139305 - 139305,tight,-39.1510119 kcal/mol
139355 - 139385,tight,-35.419876425 kcal/mol
139415 - 139415,tight,-36.870899 kcal/mol
139445 - 139445,loose,-20.2897847 kcal/mol
139525 - 139525,tight,-38.1068592 kcal/mol
139635 - 139635,tight,-43.106371 kcal/mol
139675 - 139675,tight,-35.1866131 kcal/mol
139745 - 139745,tight,-35.3216131 kcal/mol
139855 - 139855,tight,-34.2912116 kcal/mol
140055 - 140055,tight,-34.5142169 kcal/mol
140105 - 140105,tight,-34.0127757 kcal/mol
140125 - 140155,tight,-34.898250899999994 kcal/mol
140295 - 140295,tight,-34.2213145 kcal/mol
140325 - 140365,tight,-38.6766651 kcal/mol
140385 - 140435,tight,-36.7963472 kcal/mol
140925 - 140925,tight,-34.2419814 kcal/mol
141035 - 141035,tight,-38.0669814 kcal/mol
141075 - 141075,loose,-20.8703383 kcal/mol
142478 - 142478,loose,-17.0572662 kcal/mol
142899 - 142899,loose,-20.4573269 kcal/mol
142919 - 142919,loose,-20.1114303 kcal/mol
143059 - 143059,loose,-20.1483867 kcal/mol
143129 - 143129,tight,-36.5362298 kcal/mol
143139 - 143149,loose,-20.577008550000002 kcal/mol
143179 - 143189,loose,-19.03912575 kcal/mol
143209 - 143209,loose,-20.6575607 kcal/mol
143229 - 143229,loose,-17.7144662 kcal/mol
143249 - 143249,loose,-20.9427931 kcal/mol
143269 - 143279,loose,-20.3329766 kcal/mol
143579 - 143589,loose,-19.6176902 kcal/mol
143882 - 143892,tight,-35.91186075 kcal/mol
143912 - 143932,tight,-35.317843833333335 kcal/mol
144132 - 144132,loose,-21.0267107 kcal/mol
144867 - 144877,tight,-34.63563905 kcal/mol
145081 - 145081,loose,-19.1162694 kcal/mol
145251 - 145251,tight,-34.0554384 kcal/mol
145321 - 145321,loose,-21.0047866 kcal/mol
145701 - 145701,loose,-20.6790051 kcal/mol
145991 - 146001,loose,-19.3393349 kcal/mol
146031 - 146031,loose,-19.5625431 kcal/mol
146071 - 146071,loose,-20.7312014 kcal/mol
146101 - 146101,loose,-19.9635596 kcal/mol
146151 - 146161,loose,-20.413728050000003 kcal/mol
146464 - 146464,tight,-35.169862 kcal/mol
146484 - 146484,tight,-34.7445011 kcal/mol
146544 - 146544,loose,-19.6953542 kcal/mol
146564 - 146584,loose,-20.600523833333334 kcal/mol
147318 - 147318,loose,-19.2635681 kcal/mol
147388 - 147388,loose,-20.3967869 kcal/mol
147598 - 147658,loose,-17.640288142857145 kcal/mol
147678 - 147678,loose,-18.0838696 kcal/mol
147758 - 147758,loose,-19.553753 kcal/mol
