,GENE_ID,GENE_NAME,GENE_POSLEFT,GENE_POSRIGHT,GENE_STRAND
579,ECK120000580,metH,4223828,4227511,forward
580,ECK120000581,metJ,4128078,4128395,reverse
581,ECK120000582,metK,3086706,3087860,forward
582,ECK120000583,metL,4129835,4132267,forward
583,ECK120000584,metR,4011863,4012816,reverse
584,ECK120000585,mglA,2237769,2239289,reverse
585,ECK120000586,mglB,2239350,2240348,reverse
586,ECK120000587,mglC,2236743,2237753,reverse
587,ECK120000588,miaA,4399252,4400202,forward
588,ECK120000589,minC,1225385,1226080,reverse
589,ECK120000590,minD,1224549,1225361,reverse
590,ECK120000591,minE,1224279,1224545,reverse
591,ECK120000592,groL,4371025,4372671,forward
592,ECK120000593,groS,4370688,4370981,forward
593,ECK120000594,motA,1976252,1977139,reverse
594,ECK120000595,motB,1975329,1976255,reverse
595,ECK120000596,mprA,2810770,2811300,forward
596,ECK120000597,mraY,96002,97084,forward
597,ECK120000598,mrcB,164730,167264,forward
598,ECK120000599,mrdA,666316,668217,reverse
599,ECK120000600,mrdB,665201,666313,reverse
600,ECK120000601,mreB,3400044,3401087,reverse
601,ECK120000602,mreC,3398875,3399978,reverse
602,ECK120000603,mreD,3398387,3398875,reverse
603,ECK120000604,mrp,2193059,2194168,reverse
604,ECK120000605,mrr,4586949,4587863,forward
605,ECK120000606,msbA,966621,968369,forward
606,ECK120000607,lpxM,1939222,1940193,reverse
607,ECK120000608,mtlA,3772281,3774194,forward
608,ECK120000609,mtlD,3774424,3775572,forward
609,ECK120000610,mtr,3304573,3305817,reverse
610,ECK120000611,mukB,976326,980786,forward
611,ECK120000612,murC,100765,102240,forward
612,ECK120000613,murD,97087,98403,forward
613,ECK120000614,murE,93166,94653,forward
614,ECK120000615,murF,94650,96008,forward
615,ECK120000616,murG,99644,100711,forward
616,ECK120000617,mutH,2969662,2970351,forward
617,ECK120000618,mutS,2857093,2859654,forward
618,ECK120000619,mutT,111044,111433,forward
619,ECK120000620,mutY,3103013,3104065,forward
620,ECK120000621,fpr,4113726,4114472,reverse
621,ECK120000622,emrE,568315,568647,forward
622,ECK120000623,nadA,782085,783128,forward
623,ECK120000624,nadB,2710420,2712042,forward
624,ECK120000625,nagA,701603,702751,reverse
625,ECK120000626,nagB,702811,703611,reverse
626,ECK120000627,umpH,699574,700326,reverse
627,ECK120000628,nagE,703944,705890,forward
628,ECK120000629,nagC,700374,701594,reverse
629,ECK120000630,nanA,3372683,3373576,reverse
630,ECK120000631,narG,1279864,1283607,forward
631,ECK120000632,narH,1283604,1285142,forward
632,ECK120000633,narI,1285849,1286526,forward
633,ECK120000634,narJ,1285139,1285849,forward
634,ECK120000635,narK,1277957,1279348,forward
635,ECK120000636,narL,1275179,1275829,reverse
636,ECK120000637,narV,1535937,1536617,reverse
637,ECK120000638,narW,1536614,1537309,reverse
638,ECK120000639,narX,1275822,1277618,reverse
639,ECK120000640,narY,1537309,1538853,reverse
640,ECK120000641,narZ,1538850,1542590,reverse
641,ECK120000642,ndh,1166085,1167389,forward
642,ECK120000643,ndk,2644433,2644864,reverse
643,ECK120000644,nfo,2250840,2251697,forward
644,ECK120000645,nhaA,17489,18655,forward
645,ECK120000646,nirB,3494011,3496554,forward
646,ECK120000647,nirC,3497003,3497809,forward
647,ECK120000648,nirD,3496551,3496877,forward
648,ECK120000649,sfsB,3334909,3335187,forward
649,ECK120000650,nlpA,3839175,3839993,reverse
650,ECK120000651,bamC,2597831,2598865,reverse
651,ECK120000652,nmpC,575758,576825,reverse
652,ECK120000653,nrdA,2344865,2347150,forward
653,ECK120000654,nrdB,2347384,2348514,forward
654,ECK120000655,nth,1711523,1712158,forward
655,ECK120000656,nadE,1822458,1823285,forward
656,ECK120000657,nupG,3105714,3106970,forward
657,ECK120000658,nusA,3316039,3317526,reverse
658,ECK120000659,nusB,435137,435556,forward
659,ECK120000660,nusG,4177743,4178288,forward
660,ECK120000661,ogt,1399721,1400236,reverse
661,ECK120000662,ompA,1019013,1020053,reverse
662,ECK120000663,ompC,2311646,2312749,reverse
663,ECK120000664,ompF,985894,986982,reverse
664,ECK120000665,ompR,3535865,3536584,reverse
665,ECK120000666,ompT,584680,585633,reverse
666,ECK120000667,oppA,1301182,1302813,forward
667,ECK120000668,oppB,1302899,1303819,forward
668,ECK120000669,oppC,1303834,1304742,forward
669,ECK120000670,oppD,1304754,1305767,forward
670,ECK120000671,oppF,1305764,1306768,forward
671,ECK120000672,osmB,1343110,1343328,reverse
672,ECK120000673,osmC,1556625,1557056,forward
673,ECK120000674,oxyR,4158490,4159407,forward
674,ECK120000675,pabA,3490266,3490829,reverse
675,ECK120000676,pabB,1894805,1896166,forward
676,ECK120000677,pal,779067,779588,forward
677,ECK120000678,panF,3407607,3409058,forward
678,ECK120000679,parC,3163715,3165973,reverse
679,ECK120000680,parE,3173504,3175396,reverse
680,ECK120000681,pck,3532818,3534440,forward
681,ECK120000682,pcm,2868893,2869519,reverse
682,ECK120000683,pcnB,157729,159126,reverse
683,ECK120000684,pdxA,52427,53416,reverse
684,ECK120000685,pdxJ,2700998,2701729,reverse
685,ECK120000686,pepA,4484440,4485951,reverse
686,ECK120000687,pepD,254259,255716,reverse
687,ECK120000688,pepN,990622,993234,forward
688,ECK120000689,pepP,3053515,3054840,reverse
689,ECK120000690,pepQ,4031161,4032492,forward
690,ECK120000691,pfkA,4107552,4108514,forward
691,ECK120000692,pfkB,1806370,1807299,forward
692,ECK120000693,pflB,951272,953554,reverse
693,ECK120000694,pgi,4233758,4235407,forward
694,ECK120000695,pgk,3071459,3072622,reverse
695,ECK120000696,pgpA,436589,437107,forward
696,ECK120000697,pgpB,1339330,1340094,forward
697,ECK120000698,pgsA,1992269,1992817,reverse
698,ECK120000699,pheA,2737745,2738905,forward
699,ECK120000700,pheP,601959,603335,forward
700,ECK120000701,pheS,1797959,1798942,reverse
701,ECK120000702,pheT,1795557,1797944,reverse
702,ECK120000703,yjdM,4326399,4326734,reverse
703,ECK120000704,yjdN,4325298,4325741,reverse
704,ECK120000705,phnC,4324377,4325165,reverse
705,ECK120000706,phnD,4323336,4324352,reverse
706,ECK120000707,phnF,4321697,4322422,reverse
707,ECK120000708,phnG,4321244,4321696,reverse
708,ECK120000709,phnH,4320663,4321247,reverse
709,ECK120000710,phnI,4319599,4320663,reverse
710,ECK120000711,phnJ,4318761,4319606,reverse
711,ECK120000712,phnK,4318006,4318764,reverse
712,ECK120000713,phnL,4317215,4317895,reverse
713,ECK120000714,phnM,4316082,4317218,reverse
714,ECK120000715,phnN,4315525,4316082,reverse
715,ECK120000716,phnO,4315104,4315538,reverse
716,ECK120000717,phnP,4314344,4315102,reverse
717,ECK120000718,phoA,401747,403162,forward
718,ECK120000719,phoB,417142,417831,forward
719,ECK120000720,phoE,259045,260100,reverse
720,ECK120000721,creC,4636696,4638120,forward
721,ECK120000722,phoP,1189776,1190447,reverse
722,ECK120000723,phoQ,1188316,1189776,reverse
723,ECK120000724,phoR,417889,419184,forward
724,ECK120000725,pstS,3910485,3911525,reverse
725,ECK120000726,phoU,3906853,3907578,reverse
726,ECK120000727,phr,739507,740925,forward
727,ECK120000728,pinE,1209685,1210239,forward
728,ECK120000729,pldA,4004862,4005731,forward
729,ECK120000730,pldB,4009170,4010192,forward
730,ECK120000731,plsB,4254043,4256466,reverse
731,ECK120000732,pmbA,4457959,4459311,forward
732,ECK120000733,pncB,989154,990356,reverse
733,ECK120000734,pnp,3309033,3311168,reverse
734,ECK120000735,pntA,1676371,1677903,reverse
735,ECK120000736,pntB,1674972,1676360,reverse
736,ECK120000737,polA,4046966,4049752,forward
737,ECK120000738,polB,63429,65780,reverse
738,ECK120000739,mrcA,3522871,3525423,forward
739,ECK120000740,potA,1184458,1185594,reverse
740,ECK120000741,potB,1183617,1184444,reverse
741,ECK120000742,potC,1182826,1183620,reverse
742,ECK120000743,potD,1181783,1182829,reverse
743,ECK120000744,potE,716946,718265,reverse
744,ECK120000745,poxB,909331,911049,reverse
745,ECK120000746,ppa,4449122,4449652,reverse
746,ECK120000747,ppc,4150447,4153098,reverse
747,ECK120000748,ppiA,3491725,3492297,reverse
748,ECK120000749,ppiB,553943,554437,reverse
749,ECK120000750,ppsA,1784734,1787112,reverse
750,ECK120000751,prc,1912768,1914816,reverse
751,ECK120000752,prfA,1265012,1266094,forward
752,ECK120000753,prfB,3035184,3036282,reverse
753,ECK120000754,priA,4124612,4126810,reverse
754,ECK120000755,priB,4425520,4425834,forward
755,ECK120000756,priC,490285,490812,reverse
756,ECK120000757,secY,3442766,3444097,reverse
757,ECK120000758,proA,261503,262756,forward
758,ECK120000759,proB,260388,261491,forward
759,ECK120000760,proC,404835,405644,reverse
760,ECK120000761,proS,217057,218775,reverse
761,ECK120000762,proV,2804815,2806017,forward
762,ECK120000763,proW,2806010,2807074,forward
763,ECK120000764,proX,2807132,2808124,forward
764,ECK120000765,prs,1260928,1261875,reverse
765,ECK120000766,psd,4389392,4390360,reverse
766,ECK120000767,pspA,1368079,1368747,forward
767,ECK120000768,pspB,1368801,1369025,forward
768,ECK120000769,pspC,1369025,1369384,forward
769,ECK120000770,pspD,1369393,1369614,forward
770,ECK120000771,pspE,1369689,1370003,forward
771,ECK120000772,pssA,2722727,2724082,forward
772,ECK120000773,pstA,3908549,3909439,reverse
773,ECK120000774,pstB,3907593,3908366,reverse
774,ECK120000775,pstC,3909439,3910398,reverse
775,ECK120000776,pth,1257929,1258513,reverse
776,ECK120000777,ptrA,2955996,2958884,reverse
777,ECK120000778,ptsG,1157869,1159302,forward
778,ECK120000779,ptsH,2533764,2534021,forward
779,ECK120000780,ptsI,2534066,2535793,forward
780,ECK120000781,purA,4404687,4405985,forward
781,ECK120000782,purC,2596905,2597618,reverse
782,ECK120000783,purD,4204642,4205931,reverse
783,ECK120000784,purE,552591,553100,reverse
784,ECK120000785,purF,2428721,2430238,reverse
785,ECK120000786,purH,4205943,4207532,reverse
786,ECK120000787,purK,551527,552594,reverse
787,ECK120000788,purL,2691656,2695543,reverse
788,ECK120000789,purM,2621197,2622234,forward
789,ECK120000790,purN,2622234,2622872,forward
790,ECK120000791,purR,1737844,1738869,forward
791,ECK120000792,putA,1074920,1078882,reverse
792,ECK120000793,putP,1079305,1080813,forward
793,ECK120000794,pykA,1937649,1939091,forward
794,ECK120000795,pykF,1755698,1757110,forward
795,ECK120000796,pyrB,4471460,4472395,reverse
796,ECK120000797,pyrC,1121561,1122607,reverse
797,ECK120000798,pyrD,1004768,1005778,forward
798,ECK120000799,pyrE,3815127,3815768,reverse
799,ECK120000800,pyrF,1341921,1342658,forward
800,ECK120000801,pyrG,2908029,2909666,reverse
801,ECK120000802,pyrI,4470986,4471447,reverse
802,ECK120000803,queA,425011,426081,forward
803,ECK120000804,racC,1417488,1417763,reverse
804,ECK120000805,rbsA,3933778,3935283,forward
805,ECK120000806,rbsB,3936278,3937168,forward
806,ECK120000807,rbsC,3935288,3936253,forward
807,ECK120000808,rbsD,3933351,3933770,forward
808,ECK120000809,rbsK,3937294,3938223,forward
809,ECK120000810,rbsR,3938227,3939219,forward
810,ECK120000811,rcsA,2023968,2024591,forward
811,ECK120000812,rcsB,2316177,2316827,forward
812,ECK120000813,rcsC,2317027,2319876,reverse
813,ECK120000814,recA,2822708,2823769,reverse
814,ECK120000815,recB,2952461,2956003,reverse
815,ECK120000816,recC,2959060,2962428,reverse
816,ECK120000817,recD,2950635,2952461,reverse
817,ECK120000818,recE,1414786,1417386,reverse
818,ECK120000819,recF,3880148,3881221,reverse
819,ECK120000820,recG,3825210,3827291,forward
820,ECK120000821,recJ,3036373,3038106,reverse
821,ECK120000822,recN,2751795,2753456,forward
822,ECK120000823,recO,2701741,2702469,reverse
823,ECK120000824,recQ,4005864,4007693,forward
824,ECK120000825,recR,494405,495010,forward
825,ECK120000826,relA,2911417,2913651,reverse
826,ECK120000827,relB,1645633,1645872,reverse
827,ECK120000828,rep,3960677,3962698,forward
828,ECK120000829,rfaD,3793987,3794919,forward
829,ECK120000830,rfaH,4024333,4024821,reverse
830,ECK120000831,rfe,3967916,3969019,forward
831,ECK120000832,fliD,2003872,2005278,forward
832,ECK120000833,rhaR,4098646,4099494,forward
833,ECK120000834,rhaS,4097736,4098572,forward
834,ECK120000835,rhlB,3964365,3965630,reverse
835,ECK120000836,rho,3966417,3967676,forward
836,ECK120000837,rhsA,3762183,3766316,forward
837,ECK120000838,rhsB,3619192,3623427,forward
838,ECK120000839,rhsC,729583,733776,forward
839,ECK120000840,rhsD,523261,527541,forward
840,ECK120000841,rimI,4608185,4608631,forward
841,ECK120000842,rimJ,1125562,1126146,forward
842,ECK120000843,rimK,891967,892869,forward
843,ECK120000844,rimL,1498938,1499477,forward
844,ECK120000845,rlpA,664102,665190,reverse
845,ECK120000846,lptE,671605,672186,reverse
846,ECK120000847,rna,644197,645003,reverse
847,ECK120000848,rnc,2703383,2704063,reverse
848,ECK120000849,rnd,1886864,1887991,reverse
849,ECK120000850,rne,1141182,1144367,reverse
850,ECK120000851,rnhA,235535,236002,reverse
851,ECK120000852,rnhB,204493,205089,forward
852,ECK120000853,rnpA,3884493,3884852,forward
853,ECK120000854,rph,3815863,3816549,reverse
854,ECK120000855,rplA,4178879,4179583,forward
855,ECK120000856,rplB,3450543,3451364,reverse
856,ECK120000857,rplC,3452297,3452926,reverse
857,ECK120000858,rplD,3451681,3452286,reverse
858,ECK120000859,rplE,3446899,3447438,reverse
859,ECK120000860,rplF,3445607,3446140,reverse
860,ECK120000861,rplI,4426108,4426557,forward
861,ECK120000862,rplJ,4179996,4180493,forward
862,ECK120000863,rplK,4178447,4178875,forward
863,ECK120000864,rplL,4180560,4180925,forward
864,ECK120000865,rplM,3378223,3378651,reverse
865,ECK120000866,rplN,3447778,3448149,reverse
866,ECK120000867,rplO,3444105,3444539,reverse
867,ECK120000868,rplP,3448759,3449169,reverse
868,ECK120000869,rplQ,3439616,3439999,reverse
869,ECK120000870,rplR,3445244,3445597,reverse
870,ECK120000871,rplS,2744183,2744530,reverse
871,ECK120000872,rplT,1799393,1799749,reverse
872,ECK120000873,rplV,3449901,3450233,reverse
873,ECK120000874,rplW,3451382,3451684,reverse
874,ECK120000875,rplX,3447453,3447767,reverse
875,ECK120000876,rplY,2282517,2282801,forward
876,ECK120000877,rpmB,3811438,3811674,reverse
877,ECK120000878,rpmC,3448568,3448759,reverse
878,ECK120000879,rpmD,3444543,3444722,reverse
879,ECK120000880,rpmE,4127013,4127225,forward
880,ECK120000881,rpmF,1147367,1147540,forward
881,ECK120000882,rpmG,3811250,3811417,reverse
882,ECK120000883,rpmH,3884336,3884476,forward
883,ECK120000884,rpoA,3440040,3441029,reverse
884,ECK120000885,rpoB,4181245,4185273,forward
885,ECK120000886,rpoC,4185350,4189573,forward
886,ECK120000887,rpoD,3213047,3214888,forward
887,ECK120000888,rpoH,3599929,3600783,reverse
888,ECK120000889,rpoN,3344717,3346150,forward
889,ECK120000890,rpoZ,3822106,3822381,forward
890,ECK120000891,rpsA,961995,963668,forward
891,ECK120000892,rpsB,189874,190599,forward
892,ECK120000893,rpsC,3449182,3449883,reverse
893,ECK120000894,rpsD,3441055,3441675,reverse
894,ECK120000895,rpsE,3444726,3445229,reverse
895,ECK120000896,rpsF,4425118,4425513,forward
896,ECK120000897,rpsG,3473542,3474081,reverse
897,ECK120000898,rpsH,3446153,3446545,reverse
898,ECK120000899,rpsI,3377815,3378207,reverse
899,ECK120000900,rpsJ,3452959,3453270,reverse
900,ECK120000901,rpsK,3441709,3442098,reverse
901,ECK120000902,rpsL,3474178,3474552,reverse
902,ECK120000903,rpsM,3442115,3442471,reverse
903,ECK120000904,rpsN,3446579,3446884,reverse
904,ECK120000905,rpsO,3311415,3311684,reverse
905,ECK120000906,rpsP,2745937,2746185,reverse
906,ECK120000907,rpsQ,3448314,3448568,reverse
907,ECK120000908,rpsR,4425839,4426066,forward
908,ECK120000909,rpsS,3450248,3450526,reverse
909,ECK120000910,rpsT,20815,21078,reverse
910,ECK120000911,rpsU,3210781,3210996,forward
911,ECK120000912,ftnA,1988716,1989213,forward
912,ECK120000913,coaA,4174076,4175026,reverse
913,ECK120000914,ruvC,1946855,1947376,reverse
914,ECK120000915,sbcB,2082756,2084183,forward
915,ECK120000916,sbcC,412607,415753,reverse
916,ECK120000917,sbmA,396639,397859,forward
917,ECK120000918,sbp,4108834,4109823,forward
918,ECK120000919,sdaA,1896932,1898296,forward
919,ECK120000920,sdhA,755907,757673,forward
920,ECK120000921,sdhB,757689,758405,forward
921,ECK120000922,sdhC,755177,755566,forward
922,ECK120000923,sdhD,755560,755907,forward
923,ECK120000924,sdiA,1996110,1996832,reverse
924,ECK120000925,secA,108279,110984,forward
925,ECK120000926,secB,3783661,3784128,reverse
926,ECK120000927,secD,427647,429494,forward
927,ECK120000928,secE,4177358,4177741,forward
928,ECK120000929,secF,429505,430476,forward
929,ECK120000930,selA,3759858,3761249,reverse
930,ECK120000931,selB,3758017,3759861,reverse
931,ECK120000932,selD,1846965,1848008,reverse
932,ECK120000933,serA,3057178,3058410,reverse
933,ECK120000934,serB,4624895,4625863,forward
934,ECK120000935,serC,957653,958741,forward
935,ECK120000936,serS,939428,940720,forward
936,ECK120000937,maeA,1553972,1555669,reverse
937,ECK120000938,sfsA,160782,161486,reverse
938,ECK120000939,slt,4630733,4632670,forward
939,ECK120000940,ytjB,4624145,4624789,reverse
940,ECK120000941,bamE,2753605,2753946,forward
941,ECK120000942,sodA,4100810,4101430,forward
942,ECK120000943,sodB,1735378,1735959,forward
943,ECK120000944,prlF,3277002,3277337,forward
944,ECK120000945,sohB,1329332,1330381,forward
945,ECK120000946,soxR,4277469,4277933,forward
946,ECK120000947,soxS,4277060,4277383,reverse
947,ECK120000948,speA,3083935,3085911,reverse
948,ECK120000949,speB,3082877,3083797,reverse
949,ECK120000950,speC,3107020,3109155,reverse
950,ECK120000951,speD,134788,135582,reverse
951,ECK120000952,speE,135598,136464,reverse
952,ECK120000953,speF,718262,720460,reverse
953,ECK120000954,gmk,3821428,3822051,forward
954,ECK120000955,spoT,3822400,3824508,forward
955,ECK120000956,trmH,3824515,3825204,forward
956,ECK120000957,sppA,1848837,1850693,forward
957,ECK120000958,srlE,2826392,2827351,forward
958,ECK120000959,srlB,2827362,2827733,forward
959,ECK120000960,srlD,2827737,2828516,forward
960,ECK120000961,gutM,2828621,2828980,forward
961,ECK120000962,gutQ,2829813,2830778,forward
962,ECK120000963,srlR,2829047,2829820,forward
963,ECK120000964,srmB,2712896,2714230,forward
964,ECK120000965,ssb,4274125,4274661,forward
965,ECK120000966,sspA,3376782,3377420,reverse
966,ECK120000967,sspB,3376279,3376776,reverse
967,ECK120000968,sucA,758706,761507,forward
968,ECK120000969,sucB,761522,762739,forward
969,ECK120000970,sucC,763014,764180,forward
970,ECK120000971,sucD,764180,765049,forward
971,ECK120000972,suhB,2663442,2664245,forward
972,ECK120000973,sulA,1020410,1020919,reverse
973,ECK120000974,surA,53416,54702,reverse
974,ECK120000975,tag,3713092,3713655,forward
975,ECK120000976,tap,1969383,1970984,reverse
976,ECK120000977,tar,1971030,1972691,reverse
977,ECK120000978,tdcA,3266127,3267065,reverse
978,ECK120000979,tdcB,3265039,3266028,reverse
979,ECK120000980,tdcC,3263686,3265017,reverse
980,ECK120000981,tdcR,3267380,3267598,forward
981,ECK120000982,tdh,3790320,3791345,reverse
982,ECK120000983,tdk,1293527,1294144,forward
983,ECK120000984,tesB,474301,475161,reverse
984,ECK120000985,tgt,426137,427264,forward
985,ECK120000986,mnmE,3886828,3888192,forward
986,ECK120000987,thrA,337,2799,forward
987,ECK120000988,thrB,2801,3733,forward
988,ECK120000989,thrC,3734,5020,forward
989,ECK120000990,thrS,1800642,1802570,reverse
990,ECK120000991,thyA,2964361,2965155,reverse
991,ECK120000992,tig,455133,456431,forward
992,ECK120000993,ptrB,1926779,1928839,reverse
993,ECK120000994,tnaA,3888730,3890145,forward
994,ECK120000995,tnaB,3890236,3891483,forward
