,ATTENUATOR_ID,GENE_ID,ATTENUATOR_TYPE,ATTENUATOR_STRAND,A_TERMINATOR_TYPE,A_TERMINATOR_POSLEFT,A_TERMINATOR_POSRIGHT,A_TERMINATOR_ATTENUATOR_ID
1184,ECK125145313,ECK120003242,Transcriptional,forward,terminator,1370017,1370060,ECK125145313
1185,ECK125145313,ECK120003242,Transcriptional,forward,anti-terminator,1369984,1370024,ECK125145313
1186,ECK125145313,ECK120003242,Transcriptional,forward,anti-anti-terminator,1369959,1370000,ECK125145313
1187,ECK125145317,ECK120003272,Translational,reverse,terminator,1413467,1413499,ECK125145317
1188,ECK125145319,ECK120003290,Transcriptional,forward,terminator,1429011,1429039,ECK125145319
1189,ECK125145319,ECK120003290,Transcriptional,forward,anti-terminator,1428983,1429022,ECK125145319
1190,ECK125145319,ECK120003290,Transcriptional,forward,anti-anti-terminator,1428945,1429003,ECK125145319
1191,ECK125145323,ECK120001281,Transcriptional,forward,terminator,1474928,1474969,ECK125145323
1192,ECK125145323,ECK120001281,Transcriptional,forward,anti-terminator,1474898,1474940,ECK125145323
1193,ECK125145323,ECK120001281,Transcriptional,forward,anti-anti-terminator,1474859,1474909,ECK125145323
1194,ECK125145327,ECK120003333,Transcriptional,reverse,terminator,1506208,1506252,ECK125145327
1195,ECK125145327,ECK120003333,Transcriptional,reverse,anti-terminator,1506241,1506259,ECK125145327
1196,ECK125145327,ECK120003333,Transcriptional,reverse,anti-anti-terminator,1506256,1506320,ECK125145327
1197,ECK125145331,ECK120003335,Transcriptional,forward,terminator,1506739,1506763,ECK125145331
1198,ECK125145331,ECK120003335,Transcriptional,forward,anti-terminator,1506701,1506743,ECK125145331
1199,ECK125145331,ECK120003335,Transcriptional,forward,anti-anti-terminator,1506696,1506713,ECK125145331
1200,ECK125145335,ECK120003350,Translational,forward,terminator,1520215,1520231,ECK125145335
1201,ECK125145337,ECK120002370,Translational,reverse,terminator,1547116,1547149,ECK125145337
1202,ECK125145339,ECK120003373,Transcriptional,reverse,terminator,1567012,1567043,ECK125145339
1203,ECK125145339,ECK120003373,Transcriptional,reverse,anti-terminator,1567038,1567071,ECK125145339
1204,ECK125145339,ECK120003373,Transcriptional,reverse,anti-anti-terminator,1567073,1567102,ECK125145339
1205,ECK125145343,ECK120003376,Translational,reverse,terminator,1580801,1580834,ECK125145343
1206,ECK125145345,ECK120003413,Transcriptional,reverse,terminator,1638227,1638248,ECK125145345
1207,ECK125145345,ECK120003413,Transcriptional,reverse,anti-terminator,1638239,1638252,ECK125145345
1208,ECK125145348,ECK120003418,Translational,reverse,terminator,1640583,1640620,ECK125145348
1209,ECK125145350,ECK120003444,Translational,forward,terminator,1671330,1671346,ECK125145350
1210,ECK125145352,ECK120003459,Transcriptional,forward,terminator,1705074,1705119,ECK125145352
1211,ECK125145352,ECK120003459,Transcriptional,forward,anti-terminator,1705070,1705096,ECK125145352
1212,ECK125145352,ECK120003459,Transcriptional,forward,anti-anti-terminator,1705037,1705082,ECK125145352
1213,ECK125145356,ECK120003478,Translational,forward,terminator,1726060,1726107,ECK125145356
1214,ECK125145358,ECK120003503,Transcriptional,forward,terminator,1770450,1770487,ECK125145358
1215,ECK125145358,ECK120003503,Transcriptional,forward,anti-terminator,1770417,1770458,ECK125145358
1216,ECK125145358,ECK120003503,Transcriptional,forward,anti-anti-terminator,1770391,1770427,ECK125145358
1217,ECK125145362,ECK120003521,Transcriptional,forward,terminator,1810052,1810085,ECK125145362
1218,ECK125145362,ECK120003521,Transcriptional,forward,anti-terminator,1810018,1810067,ECK125145362
1219,ECK125145365,ECK120003553,Transcriptional,forward,terminator,1863790,1863819,ECK125145365
1220,ECK125145365,ECK120003553,Transcriptional,forward,anti-terminator,1863765,1863801,ECK125145365
1221,ECK125145365,ECK120003553,Transcriptional,forward,anti-anti-terminator,1863725,1863773,ECK125145365
1222,ECK125145369,ECK120003565,Transcriptional,forward,terminator,1876680,1876712,ECK125145369
1223,ECK125145369,ECK120003565,Transcriptional,forward,anti-terminator,1876643,1876688,ECK125145369
1224,ECK125145369,ECK120003565,Transcriptional,forward,anti-anti-terminator,1876641,1876667,ECK125145369
1225,ECK125145373,ECK120003586,Translational,forward,terminator,1905641,1905674,ECK125145373
1226,ECK125145375,ECK120003598,Transcriptional,reverse,terminator,1923102,1923138,ECK125145375
1227,ECK125145375,ECK120003598,Transcriptional,reverse,anti-terminator,1923125,1923141,ECK125145375
1228,ECK125145375,ECK120003598,Transcriptional,reverse,anti-anti-terminator,1923136,1923174,ECK125145375
1229,ECK125145379,ECK120002245,Transcriptional,forward,terminator,1950778,1950821,ECK125145379
1230,ECK125145379,ECK120002245,Transcriptional,forward,anti-terminator,1950766,1950791,ECK125145379
1231,ECK125145379,ECK120002245,Transcriptional,forward,anti-anti-terminator,1950732,1950777,ECK125145379
1232,ECK125145383,ECK120003613,Transcriptional,forward,terminator,1961814,1961851,ECK125145383
1233,ECK125145385,ECK120003624,Transcriptional,reverse,terminator,1999537,1999568,ECK125145385
1234,ECK125145385,ECK120003624,Transcriptional,reverse,anti-terminator,1999560,1999630,ECK125145385
1235,ECK125145385,ECK120003624,Transcriptional,reverse,anti-anti-terminator,1999600,1999638,ECK125145385
1236,ECK125145389,ECK120003632,Transcriptional,forward,terminator,2024886,2024906,ECK125145389
1237,ECK125145389,ECK120003632,Transcriptional,forward,anti-terminator,2024877,2024889,ECK125145389
1238,ECK125145389,ECK120003632,Transcriptional,forward,anti-anti-terminator,2024833,2024884,ECK125145389
1239,ECK125145393,ECK120003637,Translational,reverse,terminator,2033487,2033512,ECK125145393
1240,ECK125145395,ECK120003648,Translational,forward,terminator,2042327,2042370,ECK125145395
1241,ECK125145397,ECK120003650,Translational,forward,terminator,2044890,2044907,ECK125145397
1242,ECK125145399,ECK120001826,Translational,reverse,terminator,2087063,2087088,ECK125145399
1243,ECK125145401,ECK120003676,Transcriptional,reverse,terminator,2098404,2098437,ECK125145401
1244,ECK125145401,ECK120003676,Transcriptional,reverse,anti-terminator,2098426,2098467,ECK125145401
1245,ECK125145401,ECK120003676,Transcriptional,reverse,anti-anti-terminator,2098459,2098506,ECK125145401
1246,ECK125145405,ECK120002278,Transcriptional,reverse,terminator,2177320,2177350,ECK125145405
1247,ECK125145407,ECK120003717,Translational,reverse,terminator,2183661,2183698,ECK125145407
1248,ECK125145409,ECK120000604,Translational,reverse,terminator,2194188,2194215,ECK125145409
1249,ECK125145411,ECK120001919,Transcriptional,forward,terminator,2204456,2204488,ECK125145411
1250,ECK125145411,ECK120001919,Transcriptional,forward,anti-terminator,2204398,2204461,ECK125145411
1251,ECK125145411,ECK120001919,Transcriptional,forward,anti-anti-terminator,2204378,2204430,ECK125145411
1252,ECK125145415,ECK120001933,Translational,reverse,terminator,2224886,2224916,ECK125145415
1253,ECK125145417,ECK120001937,Translational,reverse,terminator,2228427,2228452,ECK125145417
1254,ECK125145419,ECK120001952,Transcriptional,forward,terminator,2265395,2265423,ECK125145419
1255,ECK125145419,ECK120001952,Transcriptional,forward,anti-terminator,2265378,2265403,ECK125145419
1256,ECK125145419,ECK120001952,Transcriptional,forward,anti-anti-terminator,2265333,2265386,ECK125145419
1257,ECK125145423,ECK120001126,Transcriptional,reverse,terminator,2336714,2336741,ECK125145423
1258,ECK125145423,ECK120001126,Transcriptional,reverse,anti-terminator,2336734,2336755,ECK125145423
1259,ECK125145423,ECK120001126,Transcriptional,reverse,anti-anti-terminator,2336745,2336782,ECK125145423
1260,ECK125145427,ECK120003735,Translational,reverse,terminator,2360176,2360199,ECK125145427
1261,ECK125145429,ECK120003739,Transcriptional,reverse,terminator,2364356,2364394,ECK125145429
1262,ECK125145429,ECK120003739,Transcriptional,reverse,anti-terminator,2364384,2364455,ECK125145429
1263,ECK125145429,ECK120003739,Transcriptional,reverse,anti-anti-terminator,2364428,2364478,ECK125145429
1264,ECK125145433,ECK120002230,Translational,reverse,terminator,2380642,2380673,ECK125145433
1265,ECK125145435,ECK120003763,Transcriptional,reverse,terminator,2412624,2412654,ECK125145435
1266,ECK125145435,ECK120003763,Transcriptional,reverse,anti-terminator,2412651,2412691,ECK125145435
1267,ECK125145438,ECK120003765,Transcriptional,forward,terminator,2416929,2416963,ECK125145438
1268,ECK125145438,ECK120003765,Transcriptional,forward,anti-terminator,2416892,2416936,ECK125145438
1269,ECK125145438,ECK120003765,Transcriptional,forward,anti-anti-terminator,2416856,2416907,ECK125145438
1270,ECK125145442,ECK120003797,Transcriptional,forward,terminator,2470550,2470593,ECK125145442
1271,ECK125145442,ECK120003797,Transcriptional,forward,anti-terminator,2470524,2470564,ECK125145442
1272,ECK125145442,ECK120003797,Transcriptional,forward,anti-anti-terminator,2470502,2470539,ECK125145442
1273,ECK125145446,ECK120003805,Translational,forward,terminator,2474943,2474975,ECK125145446
1274,ECK125145448,ECK120003809,Transcriptional,reverse,terminator,2489182,2489213,ECK125145448
1275,ECK125145448,ECK120003809,Transcriptional,reverse,anti-terminator,2489207,2489275,ECK125145448
1276,ECK125145451,ECK120003840,Transcriptional,reverse,terminator,2550557,2550587,ECK125145451
1277,ECK125145451,ECK120003840,Transcriptional,reverse,anti-terminator,2550578,2550621,ECK125145451
1278,ECK125145451,ECK120003840,Transcriptional,reverse,anti-anti-terminator,2550613,2550654,ECK125145451
1279,ECK125145455,ECK120003890,Translational,reverse,terminator,2635832,2635861,ECK125145455
1280,ECK125145457,ECK120003891,Transcriptional,reverse,terminator,2637415,2637453,ECK125145457
1281,ECK125145457,ECK120003891,Transcriptional,reverse,anti-terminator,2637437,2637471,ECK125145457
1282,ECK125145457,ECK120003891,Transcriptional,reverse,anti-anti-terminator,2637463,2637510,ECK125145457
1283,ECK125145461,ECK120002187,Translational,reverse,terminator,2656381,2656402,ECK125145461
1284,ECK125145463,ECK120003919,Transcriptional,forward,terminator,2719161,2719187,ECK125145463
1285,ECK125145465,ECK120002295,Translational,forward,terminator,2748837,2748866,ECK125145465
1286,ECK125145467,ECK120002013,Translational,reverse,terminator,2832302,2832333,ECK125145467
1287,ECK125145469,ECK120003997,Translational,forward,terminator,2892627,2892658,ECK125145469
1288,ECK125145471,ECK120004004,Transcriptional,reverse,terminator,2900297,2900342,ECK125145471
1289,ECK125145473,ECK120004027,Translational,reverse,terminator,2985591,2985631,ECK125145473
1290,ECK125145475,ECK120004055,Transcriptional,forward,terminator,3009993,3010018,ECK125145475
1291,ECK125145475,ECK120004055,Transcriptional,forward,anti-terminator,3009955,3010002,ECK125145475
1292,ECK125145475,ECK120004055,Transcriptional,forward,anti-anti-terminator,3009951,3009976,ECK125145475
1293,ECK125145479,ECK120004064,Transcriptional,forward,terminator,3024265,3024308,ECK125145479
1294,ECK125145479,ECK120004064,Transcriptional,forward,anti-terminator,3024240,3024280,ECK125145479
1295,ECK125145479,ECK120004064,Transcriptional,forward,anti-anti-terminator,3024203,3024250,ECK125145479
1296,ECK125145483,ECK120001264,Transcriptional,forward,terminator,3081849,3081880,ECK125145483
1297,ECK125145483,ECK120001264,Transcriptional,forward,anti-terminator,3081824,3081852,ECK125145483
1298,ECK125145483,ECK120001264,Transcriptional,forward,anti-anti-terminator,3081800,3081827,ECK125145483
1299,ECK125145487,ECK120002234,Translational,forward,terminator,3091089,3091112,ECK125145487
1300,ECK125145489,ECK120004085,Transcriptional,forward,terminator,3092867,3092912,ECK125145489
1301,ECK125145489,ECK120004085,Transcriptional,forward,anti-terminator,3092805,3092879,ECK125145489
1302,ECK125145492,ECK120004087,Transcriptional,reverse,terminator,3095203,3095231,ECK125145492
1303,ECK125145492,ECK120004087,Transcriptional,reverse,anti-terminator,3095222,3095278,ECK125145492
1304,ECK125145492,ECK120004087,Transcriptional,reverse,anti-anti-terminator,3095247,3095301,ECK125145492
1305,ECK125145496,ECK120000657,Transcriptional,forward,terminator,3105575,3105603,ECK125145496
1306,ECK125145496,ECK120000657,Transcriptional,forward,anti-terminator,3105537,3105586,ECK125145496
1307,ECK125145496,ECK120000657,Transcriptional,forward,anti-anti-terminator,3105508,3105557,ECK125145496
1308,ECK125145500,ECK120004122,Transcriptional,reverse,terminator,3155296,3155325,ECK125145500
1309,ECK125145500,ECK120004122,Transcriptional,reverse,anti-terminator,3155320,3155362,ECK125145500
1310,ECK125145500,ECK120004122,Transcriptional,reverse,anti-anti-terminator,3155340,3155397,ECK125145500
1311,ECK125145504,ECK120004124,Translational,forward,terminator,3156579,3156602,ECK125145504
1312,ECK125145506,ECK120004157,Transcriptional,forward,terminator,3235913,3235949,ECK125145506
1313,ECK125145506,ECK120004157,Transcriptional,forward,anti-terminator,3235903,3235926,ECK125145506
1314,ECK125145506,ECK120004157,Transcriptional,forward,anti-anti-terminator,3235857,3235907,ECK125145506
1315,ECK125145510,ECK120002378,Translational,reverse,terminator,3257955,3257970,ECK125145510
1316,ECK125145512,ECK120001155,Transcriptional,forward,terminator,3267742,3267782,ECK125145512
1317,ECK125145512,ECK120001155,Transcriptional,forward,anti-terminator,3267711,3267746,ECK125145512
1318,ECK125145512,ECK120001155,Transcriptional,forward,anti-anti-terminator,3267671,3267727,ECK125145512
1319,ECK125145516,ECK120001161,Transcriptional,reverse,terminator,3318063,3318090,ECK125145516
1320,ECK125145516,ECK120001161,Transcriptional,reverse,anti-terminator,3318085,3318105,ECK125145516
1321,ECK125145516,ECK120001161,Transcriptional,reverse,anti-anti-terminator,3318098,3318139,ECK125145516
1322,ECK125145520,ECK120002570,Transcriptional,reverse,terminator,3324937,3324968,ECK125145520
1323,ECK125145520,ECK120002570,Transcriptional,reverse,anti-terminator,3324958,3324998,ECK125145520
1324,ECK125145520,ECK120002570,Transcriptional,reverse,anti-anti-terminator,3324994,3325038,ECK125145520
1325,ECK125145524,ECK120000408,Transcriptional,reverse,terminator,3328809,3328846,ECK125145524
1326,ECK125145524,ECK120000408,Transcriptional,reverse,anti-terminator,3328836,3328881,ECK125145524
1327,ECK125145524,ECK120000408,Transcriptional,reverse,anti-anti-terminator,3328874,3328914,ECK125145524
1328,ECK125145528,ECK120002695,Translational,reverse,terminator,3372584,3372613,ECK125145528
1329,ECK125145530,ECK120001454,Transcriptional,forward,terminator,3411595,3411630,ECK125145530
1330,ECK125145530,ECK120001454,Transcriptional,forward,anti-terminator,3411569,3411608,ECK125145530
1331,ECK125145530,ECK120001454,Transcriptional,forward,anti-anti-terminator,3411556,3411586,ECK125145530
1332,ECK125145534,ECK120004260,Transcriptional,reverse,terminator,3476565,3476600,ECK125145534
1333,ECK125145534,ECK120004260,Transcriptional,reverse,anti-terminator,3476590,3476630,ECK125145534
1334,ECK125145534,ECK120004260,Transcriptional,reverse,anti-anti-terminator,3476616,3476650,ECK125145534
1335,ECK125145538,ECK120000647,Transcriptional,forward,terminator,3496917,3496956,ECK125145538
1336,ECK125145538,ECK120000647,Transcriptional,forward,anti-terminator,3496872,3496920,ECK125145538
1337,ECK125145538,ECK120000647,Transcriptional,forward,anti-anti-terminator,3496839,3496895,ECK125145538
1338,ECK125145542,ECK120004282,Translational,reverse,terminator,3522769,3522789,ECK125145542
1339,ECK125145544,ECK120004294,Transcriptional,reverse,terminator,3564090,3564117,ECK125145544
1340,ECK125145544,ECK120004294,Transcriptional,reverse,anti-terminator,3564108,3564160,ECK125145544
1341,ECK125145544,ECK120004294,Transcriptional,reverse,anti-anti-terminator,3564140,3564196,ECK125145544
1342,ECK125145548,ECK120004304,Translational,forward,terminator,3609912,3609939,ECK125145548
1343,ECK125145550,ECK120001365,Translational,reverse,terminator,3656300,3656331,ECK125145550
1344,ECK125145552,ECK120002148,Translational,reverse,terminator,3710483,3710522,ECK125145552
1345,ECK125145554,ECK120000120,Translational,reverse,terminator,3716343,3716358,ECK125145554
1346,ECK125145556,ECK120002173,Transcriptional,reverse,terminator,3756633,3756660,ECK125145556
1347,ECK125145556,ECK120002173,Transcriptional,reverse,anti-terminator,3756654,3756724,ECK125145556
1348,ECK125145556,ECK120002173,Transcriptional,reverse,anti-anti-terminator,3756684,3756704,ECK125145556
1349,ECK125145560,ECK120000004,Transcriptional,forward,terminator,3812528,3812557,ECK125145560
1350,ECK125145560,ECK120000004,Transcriptional,forward,anti-terminator,3812490,3812532,ECK125145560
1351,ECK125145560,ECK120000004,Transcriptional,forward,anti-anti-terminator,3812470,3812503,ECK125145560
1352,ECK125145564,ECK120001172,Transcriptional,forward,terminator,3814453,3814490,ECK125145564
1353,ECK125145564,ECK120001172,Transcriptional,forward,anti-terminator,3814445,3814470,ECK125145564
1354,ECK125145564,ECK120001172,Transcriptional,forward,anti-anti-terminator,3814395,3814455,ECK125145564
1355,ECK125145568,ECK120001626,Transcriptional,forward,terminator,3818641,3818682,ECK125145568
1356,ECK125145568,ECK120001626,Transcriptional,forward,anti-terminator,3818605,3818654,ECK125145568
1357,ECK125145571,ECK120001305,Translational,reverse,terminator,3821170,3821215,ECK125145571
1358,ECK125145573,ECK120001633,Translational,reverse,terminator,3842400,3842430,ECK125145573
1359,ECK125145575,ECK120001636,Transcriptional,forward,terminator,3853757,3853783,ECK125145575
1360,ECK125145575,ECK120001636,Transcriptional,forward,anti-terminator,3853701,3853761,ECK125145575
1361,ECK125145575,ECK120001636,Transcriptional,forward,anti-anti-terminator,3853706,3853729,ECK125145575
1362,ECK125145579,ECK120001490,Transcriptional,reverse,terminator,3866424,3866453,ECK125145579
1363,ECK125145581,ECK120001656,Translational,reverse,terminator,3869275,3869309,ECK125145581
1364,ECK125145583,ECK120002440,Translational,reverse,terminator,3871728,3871776,ECK125145583
1365,ECK125145585,ECK120001177,Transcriptional,reverse,terminator,3877539,3877571,ECK125145585
1366,ECK125145585,ECK120001177,Transcriptional,reverse,anti-terminator,3877557,3877636,ECK125145585
1367,ECK125145588,ECK120000808,Transcriptional,forward,terminator,3933189,3933226,ECK125145588
1368,ECK125145588,ECK120000808,Transcriptional,forward,anti-terminator,3933163,3933196,ECK125145588
1369,ECK125145588,ECK120000808,Transcriptional,forward,anti-anti-terminator,3933121,3933174,ECK125145588
1370,ECK125145592,ECK120004314,Transcriptional,forward,terminator,4021887,4021916,ECK125145592
1371,ECK125145592,ECK120004314,Transcriptional,forward,anti-terminator,4021849,4021891,ECK125145592
1372,ECK125145592,ECK120004314,Transcriptional,forward,anti-anti-terminator,4021846,4021868,ECK125145592
1373,ECK125145596,ECK120001764,Transcriptional,forward,terminator,4044062,4044098,ECK125145596
1374,ECK125145598,ECK120001781,Translational,forward,terminator,4075506,4075545,ECK125145598
1375,ECK125145600,ECK120001800,Transcriptional,forward,terminator,4101485,4101515,ECK125145600
1376,ECK125145600,ECK120001800,Transcriptional,forward,anti-terminator,4101454,4101495,ECK125145600
1377,ECK125145600,ECK120001800,Transcriptional,forward,anti-anti-terminator,4101450,4101469,ECK125145600
1378,ECK125145604,ECK120001831,Transcriptional,forward,terminator,4136024,4136063,ECK125145604
1379,ECK125145604,ECK120001831,Transcriptional,forward,anti-terminator,4136007,4136033,ECK125145604
1380,ECK125145604,ECK120001831,Transcriptional,forward,anti-anti-terminator,4135963,4136020,ECK125145604
1381,ECK125145608,ECK120000731,Transcriptional,reverse,terminator,4256621,4256663,ECK125145608
1382,ECK125145608,ECK120000731,Transcriptional,reverse,anti-terminator,4256650,4256693,ECK125145608
1383,ECK125145611,ECK120004330,Transcriptional,forward,terminator,4372698,4372734,ECK125145611
1384,ECK125145611,ECK120004330,Transcriptional,forward,anti-terminator,4372672,4372711,ECK125145611
1385,ECK125145611,ECK120004330,Transcriptional,forward,anti-anti-terminator,4372647,4372684,ECK125145611
1386,ECK125145615,ECK120001564,Transcriptional,forward,terminator,4376699,4376742,ECK125145615
1387,ECK125145617,ECK120002308,Transcriptional,forward,terminator,4383645,4383687,ECK125145617
1388,ECK125145617,ECK120002308,Transcriptional,forward,anti-terminator,4383591,4383661,ECK125145617
1389,ECK125145617,ECK120002308,Transcriptional,forward,anti-anti-terminator,4383571,4383616,ECK125145617
1390,ECK125145621,ECK120004337,Translational,reverse,terminator,4391509,4391554,ECK125145621
1391,ECK125145623,ECK120004347,Translational,reverse,terminator,4416314,4416330,ECK125145623
1392,ECK125145625,ECK120001225,Transcriptional,forward,terminator,4448242,4448274,ECK125145625
1393,ECK125145625,ECK120001225,Transcriptional,forward,anti-terminator,4448209,4448250,ECK125145625
1394,ECK125145625,ECK120001225,Transcriptional,forward,anti-anti-terminator,4448177,4448219,ECK125145625
1395,ECK125145629,ECK120004372,Transcriptional,reverse,terminator,4470936,4470967,ECK125145629
1396,ECK125145629,ECK120004372,Transcriptional,reverse,anti-terminator,4470958,4471001,ECK125145629
1397,ECK125145629,ECK120004372,Transcriptional,reverse,anti-anti-terminator,4470993,4471043,ECK125145629
1398,ECK125145633,ECK120004377,Translational,forward,terminator,4474083,4474126,ECK125145633
1399,ECK125145635,ECK120004397,Transcriptional,reverse,terminator,4507009,4507051,ECK125145635
1400,ECK125145635,ECK120004397,Transcriptional,reverse,anti-terminator,4507044,4507096,ECK125145635
1401,ECK125145635,ECK120004397,Transcriptional,reverse,anti-anti-terminator,4507073,4507122,ECK125145635
1402,ECK125145639,ECK120004399,Translational,forward,terminator,4507150,4507189,ECK125145639
1403,ECK125145641,ECK120004436,Translational,reverse,terminator,4591306,4591326,ECK125145641
1404,ECK125145643,ECK120002326,Translational,reverse,terminator,4599440,4599469,ECK125145643
1405,ECK125145645,ECK120016291,Translational,reverse,terminator,728821,728853,ECK125145645
1406,ECK125145647,ECK120016296,Translational,forward,terminator,1223420,1223462,ECK125145647
1407,ECK125145649,ECK120016308,Transcriptional,forward,terminator,2078520,2078557,ECK125145649
1408,ECK125145649,ECK120016308,Transcriptional,forward,anti-terminator,2078500,2078535,ECK125145649
1409,ECK125145649,ECK120016308,Transcriptional,forward,anti-anti-terminator,2078466,2078515,ECK125145649
1410,ECK125145653,ECK120002665,Transcriptional,forward,terminator,2476188,2476222,ECK125145653
1411,ECK125145653,ECK120002665,Transcriptional,forward,anti-terminator,2476167,2476195,ECK125145653
1412,ECK125145656,ECK120016317,Transcriptional,reverse,terminator,3438761,3438792,ECK125145656
1413,ECK125145656,ECK120016317,Transcriptional,reverse,anti-terminator,3438780,3438827,ECK125145656
1414,ECK125145659,ECK120016320,Translational,reverse,terminator,3776401,3776419,ECK125145659
1415,ECK125145661,ECK120016327,Translational,forward,terminator,4612063,4612099,ECK125145661
1416,ECK125145663,ECK120002469,Translational,forward,terminator,476424,476440,ECK125145663
1417,ECK125145665,ECK120002653,Translational,forward,terminator,16905,16940,ECK125145665
1418,ECK125145667,ECK120002606,Translational,forward,terminator,189676,189714,ECK125145667
1419,ECK125145669,ECK120002656,Translational,forward,terminator,1269276,1269313,ECK125145669
1420,ECK125145671,ECK120002658,Translational,forward,terminator,1269811,1269848,ECK125145671
1421,ECK125145673,ECK120002660,Translational,forward,terminator,1270346,1270383,ECK125145673
1422,ECK125145675,ECK120002663,Translational,forward,terminator,1492072,1492106,ECK125145675
1423,ECK125145677,ECK120002594,Transcriptional,reverse,terminator,1923293,1923328,ECK125145677
1424,ECK125145677,ECK120002594,Transcriptional,reverse,anti-terminator,1923313,1923388,ECK125145677
1425,ECK125145677,ECK120002594,Transcriptional,reverse,anti-anti-terminator,1923371,1923407,ECK125145677
1426,ECK125145681,ECK120002615,Transcriptional,reverse,terminator,1988025,1988065,ECK125145681
1427,ECK125145681,ECK120002615,Transcriptional,reverse,anti-terminator,1988058,1988092,ECK125145681
1428,ECK125145681,ECK120002615,Transcriptional,reverse,anti-anti-terminator,1988089,1988116,ECK125145681
1429,ECK125145685,ECK120002578,Transcriptional,forward,terminator,2814626,2814667,ECK125145685
1430,ECK125145685,ECK120002578,Transcriptional,forward,anti-terminator,2814592,2814636,ECK125145685
1431,ECK125145685,ECK120002578,Transcriptional,forward,anti-anti-terminator,2814560,2814610,ECK125145685
1432,ECK125145689,ECK120002580,Transcriptional,reverse,terminator,2976303,2976331,ECK125145689
1433,ECK125145689,ECK120002580,Transcriptional,reverse,anti-terminator,2976319,2976363,ECK125145689
1434,ECK125145689,ECK120002580,Transcriptional,reverse,anti-anti-terminator,2976345,2976400,ECK125145689
1435,ECK125145693,ECK120002593,Transcriptional,reverse,terminator,2976519,2976548,ECK125145693
1436,ECK125145693,ECK120002593,Transcriptional,reverse,anti-terminator,2976543,2976585,ECK125145693
1437,ECK125145693,ECK120002593,Transcriptional,reverse,anti-anti-terminator,2976580,2976593,ECK125145693
1438,ECK125145697,ECK120002623,Translational,reverse,terminator,3194920,3194944,ECK125145697
1439,ECK125145699,ECK120002627,Translational,forward,terminator,3700089,3700125,ECK125145699
1440,ECK125145701,ECK120002587,Transcriptional,reverse,terminator,4278253,4278296,ECK125145701
1441,ECK125145701,ECK120002587,Transcriptional,reverse,anti-terminator,4278281,4278329,ECK125145701
1442,ECK125145701,ECK120002587,Transcriptional,reverse,anti-anti-terminator,4278313,4278357,ECK125145701
1443,ECK125145705,ECK120002457,Translational,forward,terminator,564695,564725,ECK125145705
1444,ECK125145707,ECK120002538,Transcriptional,reverse,terminator,926154,926186,ECK125145707
1445,ECK125145707,ECK120002538,Transcriptional,reverse,anti-terminator,926176,926217,ECK125145707
1446,ECK125145707,ECK120002538,Transcriptional,reverse,anti-anti-terminator,926203,926215,ECK125145707
1447,ECK125145711,ECK120002554,Translational,forward,terminator,1746475,1746517,ECK125145711
1448,ECK125145713,ECK120004450,Translational,reverse,terminator,1991998,1992009,ECK125145713
1449,ECK125145715,ECK120002536,Translational,reverse,terminator,2043569,2043601,ECK125145715
1450,ECK125145717,ECK120003655,Translational,reverse,terminator,2058103,2058144,ECK125145717
1451,ECK125145719,ECK120002454,Translational,reverse,terminator,2518229,2518259,ECK125145719
1452,ECK125145721,ECK120003955,Transcriptional,reverse,terminator,2785951,2785985,ECK125145721
1453,ECK125145721,ECK120003955,Transcriptional,reverse,anti-terminator,2785972,2786007,ECK125145721
1454,ECK125145721,ECK120003955,Transcriptional,reverse,anti-anti-terminator,2785989,2786046,ECK125145721
1455,ECK125145725,ECK120002537,Translational,reverse,terminator,2818650,2818664,ECK125145725
1456,ECK125145727,ECK120002479,Translational,reverse,terminator,2999055,2999101,ECK125145727
1457,ECK125145729,ECK120002534,Translational,forward,terminator,3836195,3836223,ECK125145729
1458,ECK125145731,ECK120002495,Transcriptional,forward,terminator,4496163,4496200,ECK125145731
1459,ECK125145731,ECK120002495,Transcriptional,forward,anti-terminator,4496140,4496175,ECK125145731
1460,ECK125145731,ECK120002495,Transcriptional,forward,anti-anti-terminator,4496104,4496139,ECK125145731
1461,ECK125162056,ECK120002057,Transcriptional,forward,terminator,314200,314233,ECK125162056
1462,ECK125162056,ECK120002057,Transcriptional,forward,anti-terminator,314166,314208,ECK125162056
1463,ECK125162059,ECK120004037,Translational,forward,terminator,2994017,2994037,ECK125162059
1464,ECK125162061,ECK120004398,Translational,forward,terminator,4506825,4506853,ECK125162061
1465,ECK125162063,ECK120026457,Translational,reverse,terminator,4508949,4508981,ECK125162063
